doc_id,party_key,governing_law,effective_date,payment_net_days,payment_amount,risk_score,risk_bucket,issues_count,issue_types
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,"INTUIT INC. A DELAWARE CORPORATION, LOCATED AT 2550 GARCIA AVE., MOUNTAIN VIEW, CALIFORNIA 94043 (""INTUIT | STAMPS",Delaware,,,,3.0,low,1,MISSING
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,"ISHIP.COM, INC., A WASHINGTON CORPORATION (THE ""COMPANY | MAIL ------- BOXES ETC",Washington,,,,3.0,low,1,MISSING
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,"AND AMONG THE PARTIES SIGNATORY HERETO (HEREINAFTER COLLECTIVELY CALLED ""PARTIES | INDIVIDUALLY CALLED ""PARTY",Switzerland,,,,3.0,low,1,MISSING
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,"EQUIDATA, INC., A CORPORATION ORGANIZED UNDER THE LAWS OF VIRGINIA WITH ITS PRINCIPAL PLACE OF BUSINESS AT 724 THIMBLE SHOALS BOULEVARD NEWPORT NEWS, VIRGINIA 23606 (""EQUIDATA | NATIONAL CREDIT REPORT",Virginia,,,,3.0,low,1,MISSING
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,"STW RESOURCES HOLDING CORP | THE CITY OF FORT STOCKTON, TEXAS",Texas,,,,3.0,low,1,MISSING
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt","JEFFERIES (THE ""FINANCING COMMITMENT | SPI",Delaware,,,,3.0,low,1,MISSING
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,"D2 TECHNOLOGIES, INC., A CALIFORNIA CORPORATION WITH OFFICES AT 104 WEST ANAPAMU STREET, SANTA BARBARA, CA 93101 (""D2 | SUMMA FOUR INC",California,,,,3.0,low,1,MISSING
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.txt,"THE INVESTOR, THE AGENT | THE LENDERS",THE STATE OF MINNESOTA,,,,3.0,low,1,MISSING
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.txt,"HEALTHPLAN SERVICES | SYKES HEALTHPLAN SERVICES, INC., A FLORIDA CORPORATION (""SHPS",Florida,,,,3.0,low,1,MISSING
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.txt,THE FUNDS | THE PLANS,Delaware,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.txt","TALLGRASS ENERGY, LP | THE SECURITIES EXCHANGE ACT",Delaware,,,,6.0,medium,2,MISSING
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.txt,NOT RESOLVED BY THE PARTIES SHALL BE DETERMINED IN ACCORDANCE WITH THE LAWS OF THE STATE OF MICHIGAN | THE PARTIES ARISING UNDER THIS AGREEMENT,Delaware,2016-11-01,,,3.0,low,1,MISSING
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,"CONSOLIDATED ARTISTS INC | TEARDROP PUTTER CORPORATION HAVING ITS PRINCIPAL OFFICE AT 207 WATERSEDGE, SHELTER COVE, HILTON HEAD ISLAND, SOUTH CAROLINA 29928 (HEREINAFTER REFERRED TO AS ""TPC",,,,,6.0,medium,2,MISSING
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,"AND AMONG THE PARTIES SIGNATORY HERETO (HEREINAFTER COLLECTIVELY CALLED ""PARTIES | INDIVIDUALLY CALLED ""PARTY",Singapore,,,,3.0,low,1,MISSING
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.txt,"SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED (""SAP AFRICA"") A COMPANY INCORPORATED IN ACCORDANCE WITH THE LAWS OF THE REPUBLIC OF SOUTH AFRICA WITH OFFICES AT SAP BUSINESS PARK, 1 WOODMEAD DRIVE, WOODMEAD, SANDTON | TELKOM SOUTH AFRICA LIMITED (""TELKOM"") A COMPANY INCORPORATED IN ACCORDANCE WITH THE LAWS OF THE REPUBLIC OF SOUTH AFRICA WITH ITS HEAD OFFICE AT 152 PROES STREET",,,,,3.0,low,1,MISSING
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement.txt,"THE BOXLOT COMPANY | THEGLOBE.COM, INC., WITH ITS PRINCIPAL PLACE OF BUSINESS AT 31 WEST 21ST STREET, NEW YORK, NY 10010 (""THEGLOBE",New York,,,,0.0,low,0,
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.txt","THE PARTIES ON 1 APRIL, 2020. PARTIES (1) THERAVANCE BIOPHARMA UK LIMITED IS A COMPANY REGISTERED IN THE UNITED KINGDOM | WHOSE REGISTERED OFFICE IS AT 12 NEW FETTER LANE",United Kingdom,,,,3.0,low,1,MISSING
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.txt,LUTHERAN BROTHERHOOD VARIABLE INSURANCE PRODUCTS COMPANY | THRIVENT LIFE INSURANCE COMPANY,,2019-07-01,,,9.0,medium,3,MISSING
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.txt,"MP3 | TICKETS.COM, INC., A DELAWARE CORPORATION, LOCATED AT 4061 GLENCOE AVE., MARINA DEL REY, CA 90292 (""TICKETS",Delaware,,,,3.0,low,1,MISSING
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.txt,"EXISTING UNDER THE LAWS OF THE STATE OF ISRAEL | TODOS MEDICAL LTD., A CORPORATION ORGANIZED",,,,,6.0,medium,2,MISSING
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.txt,"FEEL"" MEANS THE GENERAL APPEARANCE AND FUNCTIONALITY OF ANY COMPANY-SKYPE BRANDED CONTENT MUTUALLY AGREED UPON BY THE PARTIES | WEB PAGES ON THE WORLD WIDE WEB WHICH MAY BE INITIATED BY CLICKING AN ICON, LOGO, BUTTON, IMAGE OR TEXT. 1.25 ""LOOK",,,,,6.0,medium,2,MISSING
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.txt,EMPLOYEECO | THE OPERATING COMPANY,the State of Colorado,,,,3.0,low,1,MISSING
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt",FSL | TPH,Delaware,,,,3.0,low,1,MISSING
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,MARSHALL & ILSLEY CORPORATION ACTING THROUGH ITS DIVISION M&I DATA SERVICES | TRI CITY NATIONAL BANK,,,,,6.0,medium,2,MISSING
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,"CLIENT NAME: MEDICAL MANAGER MIDWEST, INC. 53702 GENERATIONS DRIVE SOUTH BEND, IN 46635 PRINCIPLE CONTACT: TOM LIDDELL | CUSTOMER NAME: MTS",,,,,9.0,medium,3,MISSING
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.txt,"BP AMERICA PRODUCTION COMPANY (""BP""), A DELAWARE CORPORATION, WITH AN OFFICE AT 501 WESTLAKE PARK BOULEVARD, HOUSTON, TEXAS 77079 | TRUE NORTH ENERGY CORP",Delaware,,,,3.0,low,1,MISSING
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.txt,"THE TUBE MUSIC NETWORK, INC., A FLORIDA CORPORATION (THE ""NETWORK | TRIBUNE BROADCASTING COMPANY",the State of New York applicable to contracts to be entirely performed therein,,,,3.0,low,1,MISSING
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.txt,SUPERSEDE ANY AND ALL PRIOR EXPRESSION OF INTENTION OR UNDERSTANDING REACHED BY THE PARTIES IN RELATION TO THIS AGREEMENT | THE PARTIES IN RESPECT OF THE SUBJECT MATTER OF THIS AGREEMENT,,,,,6.0,medium,2,MISSING
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.txt","THE PARTIES HERETO. TKCI SHALL NOT, BY REASON OF THIS AGREEMENT OR THE PERFORMANCE OF THE SERVICES DELINEATED HEREIN, BE OR BE DEEMED TO BE, AN EMPLOYEE OF SIC | TKCI SHALL HAVE NO POWER TO ENTER INTO ANY AGREEMENT ON BEHALF OF",the State of Florida,,,,3.0,low,1,MISSING
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.txt,THE COMPANY DATED AS OF APRIL 7 | THE PROVIDER,,,,,6.0,medium,2,MISSING
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.txt,"CREMER OLEO GMBH & CO KG, GLOCKENGIESSERWALL 3, 20095 HAMBURG, GERMANY — HEREINAFTER REFERRED TO AS CREMER — | ULTRAGENYX PHARMACEUTICAL INC",Germany,,,,3.0,low,1,MISSING
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.txt,"DR. GEORGE D. GREEN (THE ""BUSINESS AFFILIATE | UNION DENTAL CORP",Florida,,,,3.0,low,1,MISSING
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..txt","THE BISYS GROUP, INC | UNITED NATIONAL BANCORP ENTERS INTO OUTSOURCING AGREEMENT",,,,,9.0,medium,3,MISSING
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.txt,PFIZER INC | UPJOHN INC,,,,,3.0,low,1,MISSING
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.txt,"JANA PARTNERS LLC (""JANA | URS CORPORATION (THE ""COMPANY",Delaware,,,,3.0,low,1,MISSING
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.txt,SUPERSEDES ALL OTHER PRIOR ORAL OR WRITTEN AGREEMENTS | THE PARTIES WITH RESPECT TO THE SUBJECT MATTER HEREOF,Delaware,,,,3.0,low,1,MISSING
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.txt,"NETWORK 1 FINANCIAL, INC. (""NETWORK 1""), A VIRGINIA CORPORATION WITH ITS PRINCIPAL PLACE OF BUSINESS AT 1501 FARM CREDIT DRIVE, SUITE 1500, MCLEAN, VIRGINIA 22102-5004 | PAYMENT DATA SYSTEMS",Virginia,,,,3.0,low,1,MISSING
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.txt,THE REGISTERED CAPITAL OR IF THE JOINT VENTURE COMPANY NEEDS WORKING CAPITAL | THE TOTAL AMOUNT OF INVESTMENT,,,,,6.0,medium,2,MISSING
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.txt","MEDICA | VAPOTHERM, INC",the State of New York without giving effect to principles of conflict of laws,,,,0.0,low,0,
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,"AMERICAN GENERAL LIFE INSURANCE COMPANY | AMERICAN INTERNATIONAL GROUP, INC",Texas,,,,3.0,low,1,MISSING
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.txt","SUTRO BIOPHARMA | SUTROVAX, INC., A DELAWARE CORPORATION HAVING PRINCIPAL OFFICES AT 353 HATCH DR., FOSTER CITY, CA 94404 (""SUTROVAX",Delaware,,,,3.0,low,1,MISSING
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.txt",AUTOLIV AB WITH RESPECT TO THE LIQUIDATION PROCEEDINGS OF ANRA | THE NISSIN PARTIES,Delaware,,,,3.0,low,1,MISSING
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.txt,MEDIWOUND LTD | VERICEL CORPORATION,,,,,3.0,low,1,MISSING
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.txt,"THE INDEMNIFIED PERSON | THE INTERESTS OF THE SERVICER OR THE MARKETING AGENT, AS APPLICABLE",,,,,6.0,medium,2,MISSING
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.txt,"NMS COMMUNICATIONS CORP., A DELAWARE CORPORATION (""SELLER | VERSO BACKHAUL SOLUTIONS",Delaware,,,,6.0,medium,2,MISSING
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.txt,"MAGELLAN TERMINALS HOLDINGS, L.P. (F/K/A MARRERO TERMINAL, LLC), A DELAWARE LIMITED PARTNERSHIP (""OWNER | OMEGA REFINING",Delaware,,,,3.0,low,1,MISSING
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.txt,"BUNKER ONE (USA) INC., WITH PRINCIPAL OFFICES LOCATED AT 107 ST. FRANCIS STREET, MOBILE, AL 36602 (""BUNKER ONE | VERTEX ENERGY OPERATING",Texas,,,,2.0,low,1,AMBIGUOUS
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,"VERTICALNET ENTERPRISES LLC | VERTICALNET, INC. (""VNI",the United States of America and of the Commonwealth of Pennsylvania as applied to agreements entered into and to be performed entirely within Pennsylvania between Pennsylvania residents,,,,3.0,low,1,MISSING
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement.txt,"GOVERNED BY AND IN ACCORDANCE WITH THE LAWS OF HONG KONG | THE PARTIES INCLUDING, BUT NOT LIMITED TO ANY EARLIER AGREEMENT RELATING TO THE SUBJECT MATTER THEREOF. THIS AGREEMENT SHALL BE CONSTRUED, INTERPRETED",,,,100000.0,3.0,low,1,MISSING
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.txt,"FORTY NINERS SC STADIUM COMPANY LLC, A DELAWARE LIMITED LIABILITY COMPANY (""FORTY NINERS SC"") HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 4949 CENTENNIAL BOULEVARD, SANTA CLARA, CA 95054 | VIOLIN MEMORY",Delaware,,,,3.0,low,1,MISSING
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt",SCHEDULE | THOMAS SIPP THOMAS SIPP,,,,,9.0,medium,3,MISSING
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt","PPD DEVELOPMENT, LP, A TEXAS LIMITED PARTNERSHIP, WITH ITS PRINCIPAL EXECUTIVE OFFICES LOCATED AT 929 NORTH FRONT STREET, WILMINGTON, NORTH CAROLINA 28401 (""PPD | VIRTUALSCOPICS",Texas,,,,3.0,low,1,MISSING
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.txt,"BETWEEN THE JOHNS HOPKINS UNIVERSITY (HEREINAFTER ""JHU | THE JOHNS HOPKINS UNIVERSITY & VIRTUOSO SURGICAL, INC. JHU AGREEMENT: A29889 SOURCE: VIRTUOSO SURGICAL, INC., 1-A, 12/27/2019 1 MAY 3, 2016 NON-EXCLUSIVE LICENSE AGREEMENT- FOR SALES THIS NON-EXCLUSIVE LICENSE AGREEMENT (HEREINAFTER ""AGREEMENT"") IS ENTERED INTO BY",United States,,,,3.0,low,1,MISSING
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.txt","JAGUAR INVESTMENTS | WIRELESS LINKS INC, A PENNSYLVANIA CORPORATION HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 1050 WALL STREET, SUITE 202, LYNDHURST, NEW JERSEY 07071 (HEREINAFTER CALLED ""WLI",Florida,,,,3.0,low,1,MISSING
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.txt,"VITALIBIS INC A NEVADA C HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 5348 VEGAS DRIVE, LAS VEGAS, NV 89108 (HEREINAFTER, -LICENSEE | VOTOCAST",the State of California without giving effect to conflict or choice of law principles,,,,0.0,low,0,
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.txt,"EXCITE, INC., A DELAWARE CORPORATION, LOCATED AT 555 BROADWAY, REDWOOD CITY, CALIFORNIA 94063 (""EXCITE | VITAMIN SHOPPE INDUSTRIES INC",Delaware,,,,3.0,low,1,MISSING
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.txt","PERMITTED ASSIGNS | VIVINT SOLAR, INC., A DELAWARE CORPORATION (TOGETHER WITH ITS SUCCESSORS",Delaware,,,,6.0,medium,2,MISSING
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.txt","ANTHEMIC, LLC & VNUE THIS SPONSORSHIP AGREEMENT (THE AGREEMENT) IS ENTERED INTO AS OF JUNE 23, 2015 (THE ""EFFECTIVE DATE"") BY | BETWEEN ANTHEMIC",,,,,6.0,medium,2,MISSING
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement.txt,"BOOKINGENTERTAINMENT.COM (""PROMOTER"") OF 275 MADISON AVENUE, 6T H FLOOR, NEW YORK, NY 10016 | VNUE",New York,,,,6.0,medium,2,MISSING
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.txt,"GALEN (CHEMICALS) LIMITED OF 4 ADELAIDE STREET | LEO PHARMA A/S OF INDUSTRIPARKEN 55, DK-2750 BALLERUP, DENMARK (HEREINAFTER REFERRED TO AS ""LEO",,,,,6.0,medium,2,MISSING
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.txt,"FAMOUS FIXINS, INC., 250 WEST 57TH STREET, SUITE 2501, NEW YORK, NEW YORK 10107 (""COMPANY | PEY DIRT",New York,,,,3.0,low,1,MISSING
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",SUPPLIED BY SHBV FROM TIME TO TIME; SHBV TECHNOLOGIES HAS THE MEANING GIVEN IN RECITAL A ABOVE; COMMENCEMENT DATE MEANS THE DATE OF THIS AGREEMENT; DISPUTE MEANS ANY DISPUTE | THE PARTIES FACILITATED UNDER THIS AGREEMENT; SHBV BOILER MEANS A BOILER THAT IS MANUFACTURED,,,,,6.0,medium,2,MISSING
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.txt,LICENSE AGREEMENT EFFECTIVE DATES | WATCHIT MEDIA CONTENT,,,,,9.0,medium,3,MISSING
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.txt,HYDRASPIN | THE DISTRIBUTOR WITH RESPECT TO ANY PARTICULAR PRODUCTION INSTALLATION OR GROUP PRODUCT INSTALLATION MAY BE NEGOTIATED BY HYDRASPIN AND THE DISTRIBUTOR AND SET FORTH IN A SEPARATE WRITTEN AGREEMENT BETWEEN THE PARTIES,Texas,,,,3.0,low,1,MISSING
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,"EXCLUSIVE REMEDY | THE HOURS OF 6:00 A.M TO 6:00 P.M. PACIFIC TIME, MONDAY THROUGH FRIDAY EXCLUDING NATIONAL HOLIDAYS. IN THE EVENT OF A BREACH (OTHER THAN DOWNTIME) OF THE WARRANTY SET FORTH IN SECTION 6.1(I) ABOVE, CUSTOMER'S SOLE",,,,,6.0,medium,2,MISSING
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement.txt,"EMDEON CORPORATION A DELAWARE CORPORATION (""EMDEON""), WITH OFFICES AT AT 669 RIVER DRIVE, CENTER 2, ELMWOOD PARK, NEW JERSEY 07407 | WEBMD",Delaware,,,,3.0,low,1,MISSING
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement.txt,"DERIVATIVES ASSOCIATION | US ON THE TRADE DATE SPECIFIED BELOW. THIS CONFIRMATION CONSTITUTES A ""CONFIRMATION"" AS REFERRED TO IN THE MASTER AGREEMENT OR AGREEMENT SPECIFIED BELOW. THE DEFINITIONS CONTAINED IN THE 2000 ISDA DEFINITIONS AS PUBLISHED BY THE INTERNATIONAL SWAPS",New York,,,,3.0,low,1,MISSING
WESTERN COPPER - NON-COMPETITION AGREEMENT.txt,"AGREES WITH EACH OTHER PARTY HERETO THAT IT WILL AT ALL TIMES HEREAFTER EXECUTE AND DELIVER | THE PARTIES. AMENDMENTS 4.4 NO ALTERATION OR AMENDMENT OF THIS AGREEMENT WILL LAKE EFFECT UNLESS THE SAME IS IN WRITING DULY EXECUTED BY EACH OF THE PARTIES IN THE SAME MANNER AS THIS AGREEMENT. WAIVER 4.5 NO WAIVER OF ANY PROVISION OF THIS AGREEMENT SHALL BE BINDING ON ANY OF THE PARTIES HERETO UNLESS CONSENTED TO IN WRITING BY SUCH PARTY. NO WAIVER OF ANY PROVISION OF THIS AGREEMENT BY EITHER OF THE PARTIES HERETO SHALL CONSTITUTE A WAIVER OF ANY OTHER PROVISION, NOR SHALL ANY WAIVER CONSTITUTE A CONTINUING WAIVER UNLESS OTHERWISE CLEARLY PROVIDED. FURTHER ASSURANCES 4.6 EACH PARTY HERETO COVENANTS",,,,,6.0,medium,2,MISSING
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.txt,"EXXONMOBIL CHEMICAL COMPANY, A DIVISION OF EXXON MOBIL CORPORATION (""SELLER""),ON BEHALF OF ITSELF | IN THE INTEREST OF THE EXXONMOBIL AFFILIATES LISTED ON ATTACHMENT B (EACH AN ""EXXONMOBIL SELLING AFFILIATE"" OR ""EMCC/A"" OR COLLECTIVELY",Belgium,2019-01-01,,,0.0,low,0,
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.txt","GOOGLE INC WHOSE PRINCIPLE PLACE OF BUSINESS IS AT 1600 AMPHITHEATRE PARKWAY | WHITESMOKE INC., WITH REGISTERED OFFICES/PRINCIPLE PLACE OF BUSINESS AT 501 SILVERSIDE ROAD, SUITE 105, WILMINGTON DE 19809, USA, (""DISTRIBUTOR",,,,,3.0,low,1,MISSING
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.txt,"KATHY WHITWORTH | SQUARE TWO GOLF INC., A NEW JERSEY CORPORATION (THE ""COMPANY",,,,,6.0,medium,2,MISSING
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt,"KATHY WHITWORTH | SQUARE TWO GOLF INC., A NEW JERSEY CORPORATION (THE ""COMPANY",,,,,6.0,medium,2,MISSING
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.txt,"TOUCHSTAR SOFTWARE CORPORATION, A DELAWARE CORPORATION WITH ITS PRINCIPAL PLACE OF BUSINESS AT 3025 SOUTH PARKER ROAD, SUITE 925, AURORA, COLORADO 80014, UNITED STATES (""TOUCHSTAR | WORLDWIDE STRATEGIES",Delaware,,,,3.0,low,1,MISSING
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.txt,"THE COMPANY OR ANY GROUP COMPANY RELATING TO THE EMPLOYMENT OF THE EXECUTIVE CEASE TO HAVE EFFECT. THIS AGREEMENT (AND THE DOCUMENTS REFERRED TO WITHIN IT, INCLUDING BUT NOT LIMITED TO THE SHARE PLANS THAT THE EXECUTIVE PARTICIPATES IN FROM TIME TO TIME) COMPRISES THE WHOLE AGREEMENT BETWEEN THE EXECUTIVE | THE COMPANY RELATING TO THE EXECUTIVE'S EMPLOYMENT BY THE COMPANY",,,,,6.0,medium,2,MISSING
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT.txt","XACCT TECHNOLOGIES, INC., A DELAWARE CORPORATION (""XACCT"") WITH ITS PRINCIPAL PLACE OF BUSINESS AT 2900 LAKESIDE DRIVE, SUITE 100, SANTA CLARA, CALIFORNIA 95054 | ________________________________",Delaware,,,,3.0,low,1,MISSING
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).txt,BII'S WORK AND TASKS 11 | THE PARTIES IN THE COURSE OF A PROJECT 10 2.1 GENERAL 10 2.1.1 GENERAL 10 2.1.2 PRIORITY 10 2.2 PERSONNEL 10 2.2.1 DESIGNATION OF PROJECT MANAGER 10 2.2.2 PROJECT TEAM 10 2.2.3 STEERING COMMITTEE 11 2.3 CONDUCT OF THE PROJECT,,2012-02-10,,,3.0,low,1,MISSING
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.txt,"1) CHINA ECONOMIC INFORMATION SERVICE OF XINHUA NEWS AGENCY, THE ORGANISATION WITHIN THE XINHUA NEWS AGENCY THAT IS RESPONSIBLE FOR NEWS | INFORMATION OPERATIONS AND BUSINESS",,,,,6.0,medium,2,MISSING
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.txt","BOSCH INTERNATIONAL, LLC, A NEVADA LIMITED LIABILITY COMPANY LOCATED AT 3753 HOWARD HUGHES PKWY #200 LAS VEGAS NV 89169 (HEREINAFTER ""CLIENT | BOSCH TECHNOLOGIES",Canada,,,,6.0,medium,2,MISSING
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt","BOSCH INTERNATIONAL | RMF EMPIRE, INC. DBA WEST COAST CUSTOMS, LOCATED AT 2101 WEST EMPIRE AVENUE, BURBANK, CA 91504 (HEREINAFTER ""WCC",,,,,6.0,medium,2,MISSING
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.txt,"CALM.COM, INC., A DELAWARE CORPORATION, HAVING OFFICES AT 140 2ND STREET, 3RD FLOOR, SAN FRANCISCO, CALIFORNIA 94105 (""CALM | XPRESSPA GROUP",Delaware,,,,3.0,low,1,MISSING
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.txt,"ALEX JOB RACING | XYBERNAUT CORPORATION, A VIRGINIA CORPORATION (""XC",Virginia,,,,3.0,low,1,MISSING
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.txt,"MOTOROLA SOLUTIONS, INC., A DELAWARE CORPORATION (THE ""SELLER | ZEBRA TECHNOLOGIES CORPORATION",Delaware,,,,3.0,low,1,MISSING
